Client ID,Name,Age,Marital,Housing,Experience,Status,Salary,Bonus
9858,Robin Spence,30,Divorced,Rent,2021-10-10,Part Time,70000,5000
9859,Teresa Shaw,37,Divorced,Rent,2018-12-04,Part Time,57000,7000
9860,Maria Martin,44,Married,Other,2018-04-02,Full Time,64000,10000
9861,Dana Robinson,57,Married,Other,2019-11-16,Full Time,69000,4000
9862,Michael Price,34,Married,Own,2017-09-21,Part Time,98000,1000
9863,Dana Drake,55,Divorced,Other,2015-08-21,Contractual,90000,1000
9864,Amber Curry,38,Single,Other,2016-01-30,Contractual,69000,9000
9865,Austin Lambert,64,Single,Own,2018-06-28,Part Time,62000,9000
9866,Bryan Williamson,42,Divorced,Rent,2014-08-11,Part Time,49000,1000
9867,Nancy Allen,40,Single,Other,2019-05-27,Full Time,35000,8000
9868,Bailey Blake,60,Divorced,Rent,2022-10-28,Full Time,78000,3000
9869,Crystal Lee,60,Divorced,Rent,2014-01-03,Full Time,100000,5000
9870,Dennis Mays,49,Divorced,Other,2018-08-24,Full Time,27000,10000
9871,Melissa Ramirez PhD,20,Divorced,Other,2018-01-09,Part Time,48000,6000
9872,Eric Lee,54,Married,Own,2019-11-25,Full Time,82000,4000
9873,John Martinez,35,Divorced,Own,2022-09-14,Full Time,73000,8000
9874,Donna Hill,61,Single,Other,2021-07-12,Full Time,75000,3000
9875,Shannon Nichols,30,Married,Rent,2017-04-27,Full Time,13000,5000
9876,Tiffany Marquez,63,Married,Rent,2019-06-28,Contractual,30000,8000
9877,Mr. Steven Johnson,49,Single,Rent,2019-01-29,Part Time,26000,10000
9878,Lisa Davis,31,Married,Rent,2020-12-22,Part Time,11000,10000
9879,William Johnson,30,Divorced,Own,2022-11-13,Part Time,97000,8000
9880,Christine Miller,53,Divorced,Other,2022-06-28,Full Time,60000,5000
9881,Marissa Mejia,60,Divorced,Rent,2013-09-03,Full Time,51000,3000
9882,Cynthia Hill,32,Single,Own,2014-02-19,Full Time,69000,6000
9883,Vincent Hamilton,36,Single,Other,2017-10-26,Part Time,95000,4000
9884,Laura Gomez,20,Single,Rent,2016-03-20,Full Time,25000,1000
9885,Diana Hall,19,Married,Rent,2018-12-06,Full Time,14000,1000
9886,Shelby Donaldson DDS,19,Single,Own,2012-12-16,Contractual,98000,3000
9887,Daisy Douglas,47,Single,Other,2018-09-25,Part Time,95000,10000
9888,Susan Fernandez,18,Divorced,Own,2015-12-23,Contractual,43000,10000
9889,Olivia Torres,56,Divorced,Other,2015-06-07,Full Time,55000,8000
9890,Bridget Mckinney,29,Single,Own,2017-01-20,Contractual,14000,4000
9891,Shaun Murphy,64,Married,Own,2014-12-19,Contractual,41000,5000
9892,Cynthia Douglas,33,Married,Other,2018-09-28,Part Time,66000,8000
9893,Bryan Mckinney,36,Single,Own,2017-06-17,Full Time,26000,4000
9894,Jose Ward,36,Single,Rent,2016-03-15,Full Time,36000,5000
9895,Michael Hudson,32,Divorced,Other,2013-06-20,Full Time,97000,2000
9896,Debra Murphy,31,Married,Other,2018-10-09,Part Time,73000,7000
9897,Tina Ball,32,Single,Other,2015-05-12,Full Time,93000,10000
9898,Danielle Williams,53,Divorced,Other,2021-08-21,Part Time,38000,8000
9899,Jennifer Johnson,24,Single,Own,2020-09-24,Full Time,53000,7000
9900,Kristina Woods,61,Married,Rent,2016-12-09,Full Time,35000,10000
9901,April Williams,57,Single,Own,2018-07-29,Full Time,63000,9000
9902,John Fleming,63,Single,Own,2019-10-20,Full Time,35000,5000
9903,Sarah Barry,64,Divorced,Own,2019-03-03,Part Time,59000,9000
9904,Thomas Miller,18,Married,Own,2020-07-15,Full Time,52000,9000
9905,Mr. Miguel Ellis,43,Single,Own,2017-12-25,Contractual,48000,7000
9906,Brian Johnson,23,Divorced,Rent,2012-12-06,Part Time,28000,6000
9907,Gina Morales MD,55,Married,Other,2019-06-20,Part Time,58000,3000
9908,Mario Smith,48,Divorced,Other,2013-12-20,Full Time,91000,4000
9909,Gerald Malone,36,Divorced,Own,2020-09-04,Full Time,55000,2000
9910,Brandon Ramirez,19,Divorced,Rent,2019-01-02,Contractual,99000,7000
9911,Patrick Rasmussen,52,Divorced,Own,2015-02-12,Part Time,30000,9000
9912,John Vazquez,34,Married,Other,2021-07-28,Part Time,13000,6000
9913,Tammy Oconnor,58,Divorced,Rent,2018-01-20,Part Time,66000,8000
9914,William Howard,56,Single,Rent,2020-01-04,Full Time,17000,4000
9915,Noah Anderson,51,Single,Own,2012-12-10,Contractual,56000,1000
9916,Rachel Mcguire,47,Single,Other,2013-06-18,Contractual,64000,1000
9917,Ashley Cisneros,21,Married,Rent,2015-06-29,Contractual,83000,1000
9918,Stephen Brown,28,Divorced,Other,2021-03-25,Full Time,36000,10000
9919,Sharon Berry,51,Single,Other,2016-09-15,Full Time,43000,3000
9920,Kathy Rose,59,Divorced,Rent,2021-10-18,Contractual,94000,9000
9921,Veronica Day,49,Married,Own,2019-02-19,Contractual,79000,6000
9922,Beverly Winters,23,Divorced,Own,2018-12-27,Full Time,70000,8000
9923,Danielle Thompson,48,Single,Own,2015-08-01,Contractual,78000,2000
9924,Sean Lopez,64,Divorced,Rent,2019-01-19,Full Time,31000,10000
9925,Kevin Vargas,43,Married,Own,2018-07-19,Full Time,71000,5000
9926,Emma Howell,49,Single,Rent,2021-01-18,Contractual,47000,1000
9927,Monica Cross,43,Single,Own,2018-05-13,Full Time,91000,9000
9928,James Haley,19,Divorced,Other,2018-07-22,Contractual,73000,6000
9929,Evan Wilson,46,Married,Rent,2016-09-04,Part Time,45000,7000
9930,Luis Warren,31,Single,Other,2022-02-04,Full Time,77000,5000
9931,Devin Berry,40,Divorced,Own,2018-01-02,Part Time,84000,8000
9932,Lisa Sandoval,24,Single,Other,2013-05-03,Part Time,67000,6000
9933,Paul Travis,51,Divorced,Own,2021-10-22,Full Time,74000,9000
9934,Bryce Kelly,43,Married,Other,2014-12-26,Part Time,98000,2000
9935,Linda Mckinney,40,Married,Other,2020-03-05,Part Time,13000,2000
9936,Catherine Vaughn,43,Married,Rent,2021-06-11,Contractual,26000,1000
9937,Christine Guerrero,49,Married,Other,2020-10-19,Part Time,81000,7000
9938,Lawrence Fleming,28,Married,Other,2014-06-07,Full Time,39000,6000
9939,Nicole King,48,Married,Rent,2014-04-13,Full Time,71000,1000
9940,Bailey Richardson,53,Divorced,Rent,2015-09-13,Part Time,38000,2000
9941,Brian Becker,18,Divorced,Other,2018-12-05,Full Time,22000,6000
9942,Kevin Randall,19,Divorced,Other,2022-05-18,Contractual,70000,1000
9943,Mia Ross,52,Married,Other,2021-06-20,Full Time,69000,3000
9944,Lucas Barnes,18,Divorced,Other,2021-06-21,Full Time,70000,6000
9945,Veronica Mays,37,Single,Rent,2013-01-24,Full Time,47000,9000
9946,Amber Delgado,58,Married,Other,2020-05-15,Full Time,26000,7000
9947,Michelle Townsend,39,Single,Other,2018-03-13,Contractual,10000,7000
9948,Katie Newman,28,Single,Rent,2017-07-14,Part Time,86000,8000
9949,Garrett Thomas,46,Divorced,Other,2021-02-22,Full Time,42000,9000
9950,Matthew Lowe,58,Single,Own,2017-07-11,Contractual,57000,4000
9951,Charles Jones,62,Single,Other,2015-10-18,Contractual,81000,10000
9952,Melanie Morales,32,Single,Rent,2014-05-28,Part Time,32000,9000
9953,Jonathan Dudley,52,Divorced,Own,2022-09-17,Full Time,100000,2000
9954,Krista Allen,51,Divorced,Rent,2022-01-02,Part Time,42000,6000
9955,Henry Thompson,48,Divorced,Other,2013-11-03,Part Time,29000,9000
9956,Marc Powell,31,Single,Other,2015-12-20,Full Time,99000,9000
9957,Mark Williams,25,Married,Rent,2014-12-22,Full Time,52000,7000
9958,Lisa Woods,55,Single,Rent,2019-10-08,Full Time,99000,5000
9959,Amanda Moody,47,Single,Other,2019-06-04,Part Time,64000,8000
9960,Jeremy Burch,50,Single,Rent,2022-07-18,Full Time,61000,2000
9961,Taylor Matthews,62,Divorced,Other,2022-11-23,Full Time,42000,1000
9962,Sheila Ramirez,39,Divorced,Other,2016-06-23,Part Time,52000,10000
9963,John Jefferson,20,Divorced,Own,2013-02-27,Full Time,72000,7000
9964,Joanna Ramirez,28,Married,Own,2022-02-08,Full Time,91000,3000
9965,Shawn Roberts,38,Married,Own,2022-06-07,Contractual,57000,6000
9966,Amber Levy,25,Divorced,Other,2022-01-17,Full Time,62000,2000
9967,Alexander Harrison,61,Single,Rent,2017-07-14,Contractual,40000,3000
9968,Ronald Buchanan,49,Married,Other,2017-11-18,Full Time,46000,1000
9969,Gloria Glenn,41,Single,Own,2014-09-08,Contractual,75000,7000
9970,John Cline,61,Divorced,Rent,2019-07-04,Full Time,67000,6000
9971,Debra Smith,58,Divorced,Rent,2019-09-29,Full Time,82000,5000
9972,Robert Thomas,48,Single,Rent,2017-10-04,Full Time,82000,4000
9973,Nicholas Thomas,62,Divorced,Other,2018-10-29,Part Time,24000,7000
9974,Brenda Weber,19,Married,Rent,2013-02-11,Full Time,61000,2000
9975,Matthew Thompson,37,Married,Rent,2018-03-05,Full Time,44000,8000
9976,Kenneth Montoya,64,Single,Own,2018-02-05,Contractual,55000,3000
9977,Kristen Phillips,26,Divorced,Rent,2018-11-04,Contractual,55000,8000
9978,Timothy Bautista,62,Single,Other,2016-10-04,Full Time,22000,1000
9979,Emily Mcneil,26,Married,Rent,2017-02-26,Full Time,72000,3000
9980,Charles Casey,25,Single,Other,2022-03-29,Full Time,16000,1000
9981,Kevin Anderson,24,Married,Own,2022-10-28,Part Time,48000,9000
9982,Timothy Hernandez MD,27,Single,Rent,2020-03-29,Part Time,25000,4000
9983,Travis Lopez,60,Single,Own,2019-10-28,Full Time,99000,9000
9984,Vanessa Patterson,54,Divorced,Own,2022-03-28,Contractual,86000,8000
9985,Richard Butler,47,Divorced,Other,2022-07-24,Contractual,52000,10000
9986,Courtney Fitzpatrick,53,Divorced,Rent,2022-04-15,Full Time,49000,7000
9987,Eric Valencia,19,Married,Rent,2020-04-03,Full Time,66000,7000
9988,Aaron Wilson,20,Divorced,Other,2016-05-22,Contractual,17000,3000
9989,Mr. Anthony Levine,53,Married,Rent,2019-11-15,Full Time,73000,4000
9990,Thomas Warren,62,Married,Own,2017-11-01,Contractual,97000,9000
9991,Monique Barnes DDS,24,Married,Rent,2018-11-29,Contractual,40000,5000
9992,David Jones,58,Divorced,Other,2021-11-23,Full Time,90000,1000
9993,Gabrielle Smith,28,Single,Other,2018-11-27,Contractual,22000,5000
9994,Robert Benton,44,Married,Other,2015-12-10,Part Time,74000,3000
9995,Amy Ford,54,Married,Other,2020-02-16,Part Time,35000,6000
9996,Sean Peck,32,Divorced,Rent,2019-09-27,Full Time,21000,6000
9997,Philip Nguyen,29,Divorced,Other,2019-03-23,Part Time,40000,6000
9998,Donald Landry,42,Single,Rent,2015-04-12,Full Time,91000,7000
9999,Tammy Reed,55,Married,Rent,2013-09-04,Contractual,65000,3000
10000,Gabriel Henry,61,Married,Own,2014-10-02,Full Time,28000,10000
10001,Kimberly Hall,41,Single,Own,2013-10-24,Full Time,28000,4000
10002,Aaron Skinner,33,Married,Other,2018-08-17,Full Time,23000,1000
10003,Juan Brown,23,Married,Rent,2014-06-20,Contractual,59000,4000
10004,Jonathan Baker,36,Single,Other,2019-12-08,Part Time,39000,4000
10005,Betty Hurst,63,Single,Rent,2015-06-28,Contractual,44000,5000
10006,Laura Spencer,20,Single,Rent,2019-01-21,Full Time,43000,7000
10007,Thomas Thomas,47,Divorced,Rent,2014-03-27,Contractual,95000,4000
10008,Crystal Love,29,Divorced,Rent,2018-07-18,Contractual,12000,8000
10009,Christina Walker,55,Married,Rent,2018-04-28,Full Time,20000,7000
10010,Stuart Kennedy,47,Married,Own,2013-05-03,Part Time,63000,3000
10011,Amy Kemp,20,Married,Other,2019-03-15,Part Time,47000,1000
10012,David Morse,26,Single,Rent,2016-11-11,Part Time,53000,10000
10013,Cody Gray,63,Divorced,Other,2021-12-22,Part Time,100000,10000
10014,Devon Marquez,49,Divorced,Other,2016-10-31,Full Time,57000,3000
10015,Kelly Huff,44,Single,Other,2020-03-24,Full Time,94000,6000
10016,Katherine Calhoun,26,Married,Own,2016-09-15,Contractual,21000,2000
10017,April Holland,41,Married,Other,2018-07-02,Full Time,23000,10000
10018,Kathleen Miller,40,Married,Other,2015-09-09,Full Time,94000,3000
10019,Jesus Mcintyre,20,Married,Own,2012-12-18,Full Time,10000,1000
10020,Renee Holland,53,Single,Own,2019-04-24,Contractual,33000,5000
10021,Tammy Rodriguez,52,Divorced,Rent,2015-07-04,Full Time,49000,5000
10022,Rebecca Garcia,49,Single,Rent,2018-03-13,Full Time,64000,6000
10023,Lisa Barber,29,Married,Rent,2014-12-13,Contractual,61000,4000
10024,Amber Webb,61,Single,Own,2022-02-23,Part Time,14000,8000
10025,Ashley Tucker,39,Divorced,Rent,2014-04-03,Part Time,82000,9000
10026,Rachel Huff,52,Divorced,Rent,2019-12-08,Part Time,49000,1000
10027,John Hickman,45,Divorced,Own,2014-01-10,Full Time,54000,4000
10028,Gabriel Thomas,44,Single,Other,2015-03-04,Full Time,93000,9000
10029,Elizabeth Nguyen,57,Divorced,Own,2017-01-10,Full Time,65000,4000
10030,Mindy Berry,19,Single,Other,2017-01-25,Part Time,54000,8000
10031,Curtis Yang PhD,25,Divorced,Own,2015-02-25,Contractual,56000,6000
10032,Mary Howard,34,Single,Other,2016-05-25,Full Time,18000,1000
10033,Eric Thomas,63,Married,Rent,2015-05-19,Contractual,96000,10000
10034,Vanessa Dickson,42,Single,Rent,2016-04-06,Contractual,79000,8000
10035,Chris Meza,24,Single,Own,2022-08-09,Full Time,71000,3000
10036,Mr. Alexander Fitzgerald,42,Married,Rent,2018-11-24,Full Time,98000,2000
10037,Michael Cruz,37,Divorced,Own,2019-06-08,Full Time,70000,9000
10038,Charles Rubio PhD,34,Married,Other,2014-06-16,Contractual,97000,7000
10039,Randall Smith,46,Divorced,Rent,2022-05-25,Full Time,44000,10000
10040,Raymond Clarke,28,Married,Other,2021-01-31,Contractual,40000,3000
10041,Ryan Sanchez,57,Divorced,Rent,2013-12-19,Full Time,20000,1000
10042,Philip Fernandez,20,Single,Rent,2014-02-22,Contractual,99000,5000
10043,Mrs. Julie Stout,34,Married,Other,2014-03-14,Full Time,79000,8000
10044,Patrick Kent,19,Divorced,Rent,2018-05-05,Full Time,50000,7000
10045,John Carter,26,Single,Rent,2017-04-07,Part Time,95000,5000
10046,Lisa Mclean,41,Single,Own,2020-04-26,Full Time,57000,5000
10047,Madeline Mitchell,32,Divorced,Rent,2018-01-14,Part Time,21000,6000
10048,Shane Fritz,49,Single,Rent,2014-07-05,Full Time,57000,8000
10049,Stephanie Clarke,22,Divorced,Own,2013-12-20,Contractual,14000,9000
10050,Jennifer Rhodes,20,Single,Other,2013-04-17,Contractual,21000,10000
10051,Andrea Meadows,26,Divorced,Other,2018-05-30,Part Time,41000,7000
10052,David Jacobson,45,Divorced,Other,2018-01-05,Part Time,85000,10000
10053,Catherine Costa,53,Married,Rent,2019-11-10,Full Time,67000,3000
10054,Zachary Nielsen,39,Single,Rent,2020-06-05,Part Time,86000,1000
10055,Maria Garcia,19,Divorced,Rent,2014-06-13,Contractual,26000,9000
10056,David Craig,33,Single,Own,2015-08-03,Full Time,56000,4000
10057,Scott Robbins,27,Single,Own,2022-02-25,Full Time,93000,9000
10058,Mr. Edward Moore,40,Single,Rent,2013-11-07,Full Time,44000,1000
10059,Monique Nguyen DDS,30,Married,Rent,2013-04-26,Full Time,74000,1000
10060,Steven Harrison,24,Single,Other,2017-07-05,Contractual,40000,5000
10061,Emily Davis,37,Single,Other,2014-06-17,Contractual,12000,3000
10062,Wayne Small,41,Divorced,Own,2022-05-28,Full Time,71000,10000
10063,Natasha Young,35,Single,Rent,2019-12-20,Part Time,70000,4000
10064,Mike Parker,60,Single,Own,2013-09-02,Full Time,92000,10000
10065,Elizabeth Osborn,21,Divorced,Other,2016-03-08,Full Time,59000,5000
10066,Christopher Snyder,23,Married,Own,2016-04-18,Full Time,44000,9000
10067,Jessica Green,26,Married,Rent,2016-07-10,Contractual,86000,10000
10068,Catherine Scott,63,Single,Other,2019-06-04,Full Time,97000,9000
10069,Bailey Ellis,61,Married,Rent,2016-08-08,Full Time,99000,8000
10070,Ashley Smith,20,Married,Own,2012-12-17,Full Time,41000,8000
10071,Andrew Butler,54,Single,Rent,2017-03-03,Full Time,57000,10000
10072,Seth Wang,24,Divorced,Own,2018-03-05,Part Time,54000,3000
10073,Mary Owens,38,Single,Rent,2020-04-02,Full Time,89000,7000
10074,Cathy Davis,52,Divorced,Rent,2021-02-03,Part Time,31000,9000
10075,Kaitlyn Wilson,39,Single,Own,2021-11-30,Full Time,28000,7000
10076,Anthony Jacobs,42,Married,Rent,2013-06-06,Part Time,37000,4000
10077,Michelle Robles,62,Married,Other,2019-07-08,Full Time,10000,5000
10078,William Owen,30,Divorced,Rent,2018-02-04,Full Time,19000,8000
10079,Julie Martin,53,Single,Other,2015-06-02,Full Time,55000,7000
10080,William Jones,58,Single,Rent,2022-03-07,Part Time,89000,2000
10081,Grace Johnson,64,Divorced,Own,2017-05-10,Full Time,84000,10000
10082,Virginia Russell,18,Married,Other,2022-11-23,Full Time,19000,5000
10083,Justin Fleming,47,Single,Own,2022-05-23,Contractual,85000,8000
10084,Sarah Hernandez,22,Divorced,Own,2018-07-10,Full Time,79000,3000
10085,Sandra Burch,46,Divorced,Own,2014-12-07,Full Time,13000,1000
10086,Richard Shepard,46,Single,Other,2021-11-22,Part Time,56000,8000
10087,Tara Snyder,23,Single,Other,2022-03-23,Contractual,35000,1000
10088,Jillian Fox,41,Married,Other,2016-10-24,Full Time,71000,6000
10089,Daniel Steele,37,Single,Rent,2019-10-05,Part Time,11000,9000
10090,Brian Jacobs,54,Divorced,Rent,2020-03-16,Full Time,98000,8000
10091,James Velazquez,40,Married,Rent,2018-09-14,Contractual,100000,5000
10092,Carol Bell,45,Divorced,Own,2019-02-15,Part Time,14000,8000
10093,Samantha Haas,32,Divorced,Other,2016-05-04,Contractual,55000,5000
10094,Steven Kelly,55,Married,Other,2014-03-15,Full Time,34000,5000
10095,Christy Miles,58,Divorced,Other,2021-01-18,Part Time,84000,3000
10096,Sean Perez PhD,22,Married,Other,2013-06-23,Contractual,96000,7000
10097,Lisa Clark,45,Divorced,Rent,2015-11-09,Part Time,34000,6000
10098,Kimberly Lynch,40,Married,Rent,2013-11-02,Part Time,19000,10000
10099,Sarah Rush,35,Married,Other,2018-10-06,Full Time,87000,6000
10100,Mrs. Tina Reyes DDS,59,Single,Own,2019-06-14,Part Time,26000,10000
10101,Adam Carlson,62,Single,Own,2016-08-12,Full Time,25000,9000
10102,Kevin Brown,57,Married,Rent,2021-06-16,Full Time,31000,4000
10103,Rachel Shields,54,Married,Rent,2022-04-15,Full Time,15000,10000
10104,Christopher Graham,24,Married,Other,2016-11-25,Contractual,94000,7000
10105,Kelly Adams,30,Divorced,Other,2021-05-11,Full Time,47000,3000
10106,John Bradley,32,Single,Other,2018-10-14,Full Time,41000,3000
10107,Hector Brown,32,Married,Own,2016-01-05,Full Time,22000,10000
10108,Sierra Carson,60,Divorced,Own,2018-11-12,Part Time,58000,4000
10109,Todd Moore,42,Divorced,Rent,2020-05-07,Part Time,87000,3000
10110,Edward Gomez,64,Divorced,Rent,2020-10-27,Full Time,30000,5000
10111,Matthew Anderson,30,Single,Other,2018-10-07,Part Time,15000,3000
10112,Todd Harvey,33,Divorced,Rent,2018-03-14,Full Time,28000,7000
10113,Alexandra Alexander,48,Divorced,Rent,2019-12-26,Part Time,95000,2000
10114,Angela Griffith,48,Married,Other,2020-03-28,Full Time,57000,4000
10115,Brian Ryan,32,Divorced,Rent,2020-07-21,Contractual,76000,1000
10116,Bruce Luna,53,Married,Other,2016-09-29,Part Time,14000,4000
10117,Andrea Brennan,46,Married,Own,2016-11-16,Full Time,58000,4000
10118,Charles Garza,31,Divorced,Other,2020-01-10,Part Time,84000,3000
10119,Mario Gonzalez,19,Married,Rent,2013-12-24,Contractual,50000,9000
10120,Joseph Erickson,45,Married,Rent,2017-04-26,Full Time,91000,6000
10121,Miranda Lee,32,Divorced,Own,2014-11-06,Part Time,75000,8000
10122,Linda Francis PhD,43,Single,Rent,2021-08-29,Part Time,74000,2000
10123,Toni Austin,43,Married,Other,2020-06-09,Full Time,52000,2000
10124,Christina Heath,60,Divorced,Own,2021-10-28,Full Time,73000,7000
10125,Dr. Stephen Arias DDS,64,Single,Rent,2020-09-24,Part Time,63000,4000
10126,Erin Bennett,19,Married,Other,2014-06-02,Contractual,45000,10000
10127,Brenda Davis,29,Married,Rent,2018-07-31,Part Time,74000,1000
10128,Christine Russell,22,Married,Own,2016-02-27,Full Time,17000,3000
10129,Dana Jones,22,Married,Own,2017-07-07,Contractual,85000,1000
10130,Elizabeth Taylor,64,Divorced,Rent,2015-12-06,Part Time,100000,2000
10131,Michael Berry,59,Single,Other,2015-02-14,Full Time,54000,4000
10132,Mariah Caldwell,47,Married,Rent,2013-05-18,Part Time,37000,7000
10133,Chelsea Lee,20,Married,Other,2019-12-19,Full Time,97000,4000
10134,Michael Sharp,56,Divorced,Rent,2021-05-22,Part Time,65000,7000
10135,Jeremiah Smith,28,Single,Rent,2019-01-10,Full Time,65000,3000
10136,Jay Butler,45,Married,Own,2018-03-17,Contractual,33000,1000
10137,Rachel Buck,40,Married,Rent,2013-01-16,Part Time,21000,6000
10138,Cindy Taylor,42,Single,Other,2022-04-20,Full Time,83000,7000
10139,Ronald Figueroa,40,Married,Rent,2017-08-01,Part Time,86000,1000
10140,Melissa Allen DVM,58,Single,Rent,2015-03-29,Part Time,69000,4000
10141,John Sampson,40,Single,Rent,2019-10-25,Full Time,86000,7000
10142,Donald Wilson,49,Married,Other,2015-08-31,Full Time,86000,7000
10143,Stephanie Hensley,56,Single,Rent,2020-04-06,Full Time,88000,10000
10144,Kristen Martinez,45,Divorced,Rent,2018-11-02,Full Time,17000,7000
10145,Tanya Leach,47,Married,Rent,2020-08-16,Full Time,92000,5000
10146,Elizabeth Palmer,45,Married,Other,2019-02-24,Full Time,26000,1000
10147,Brandon Turner,48,Divorced,Own,2014-05-21,Part Time,31000,9000
10148,Raymond Bailey,47,Married,Own,2022-07-06,Full Time,81000,8000
10149,Casey Gutierrez,20,Single,Own,2021-04-05,Contractual,86000,3000
10150,Robin Edwards,49,Married,Rent,2016-04-19,Full Time,82000,8000
10151,Colton Bradford,48,Single,Rent,2022-06-16,Part Time,55000,8000
10152,Joshua Meyer,55,Divorced,Own,2019-02-16,Full Time,66000,4000
10153,David Simon,38,Divorced,Rent,2021-07-08,Part Time,93000,5000
10154,Phillip Simpson,54,Married,Rent,2019-06-02,Full Time,34000,7000
10155,Robert Ruiz,31,Divorced,Own,2017-03-20,Full Time,30000,4000
10156,Brandon Haynes,24,Divorced,Other,2022-06-10,Full Time,82000,4000
10157,Brandy Roberts,19,Single,Own,2022-10-26,Contractual,84000,7000
10158,Gregory Green,44,Single,Other,2016-10-04,Part Time,62000,4000
10159,Janet Rodgers,34,Single,Own,2016-05-20,Contractual,16000,9000
10160,Victor Brooks,22,Single,Rent,2014-12-05,Part Time,17000,1000
10161,Lauren Franklin,53,Single,Rent,2014-02-20,Part Time,34000,4000
10162,Matthew King,32,Divorced,Own,2020-01-04,Full Time,51000,8000
10163,Gail Gutierrez,48,Divorced,Own,2013-05-23,Part Time,43000,8000
10164,Leslie Riley,53,Single,Own,2015-03-17,Full Time,19000,2000
10165,Anna Mccullough,31,Divorced,Other,2021-04-08,Full Time,74000,4000
10166,Antonio Thompson,43,Divorced,Own,2015-09-20,Part Time,100000,4000
10167,David Esparza,59,Single,Rent,2019-12-11,Full Time,44000,2000
10168,Cassandra Montgomery PhD,48,Single,Rent,2015-04-20,Full Time,92000,9000
10169,Dylan Dalton,52,Single,Own,2014-12-08,Full Time,54000,2000
10170,Martha Caldwell,21,Single,Own,2022-11-22,Full Time,68000,3000
10171,Robert Thomas,37,Single,Rent,2022-11-09,Contractual,24000,8000
10172,Mr. James Ortiz,42,Single,Own,2017-09-05,Full Time,25000,10000
10173,Maxwell Horton,44,Divorced,Other,2016-01-19,Part Time,43000,8000
10174,Mary Stewart,34,Divorced,Other,2015-08-29,Part Time,16000,7000
10175,Ian Palmer,51,Divorced,Rent,2013-06-26,Full Time,53000,4000
10176,Matthew Cooke,46,Divorced,Rent,2016-09-06,Full Time,32000,3000
10177,Brian Taylor,35,Divorced,Own,2017-05-14,Full Time,40000,2000
10178,Donald Underwood,51,Married,Other,2019-05-10,Full Time,34000,5000
10179,Jennifer Whitaker,40,Divorced,Rent,2014-06-27,Contractual,13000,10000
10180,Bryan Santos,49,Married,Own,2013-09-20,Full Time,77000,10000
10181,Brittany Vaughn,47,Single,Own,2015-06-21,Contractual,46000,3000
10182,Debbie Gilbert MD,53,Single,Other,2012-12-25,Contractual,31000,4000
10183,Mr. Robert Simmons,42,Married,Other,2014-05-27,Contractual,31000,6000
10184,Scott Lucero,25,Single,Rent,2020-12-11,Contractual,100000,10000
10185,Sarah Mitchell,30,Divorced,Own,2021-05-08,Part Time,52000,3000
10186,Lori Mejia,57,Married,Other,2016-10-04,Full Time,30000,4000
10187,Dennis Bright,38,Single,Other,2019-02-07,Full Time,23000,6000
10188,Stephen Strong,22,Divorced,Own,2021-06-04,Full Time,70000,6000
10189,Christopher Bennett,28,Single,Other,2021-09-25,Contractual,14000,6000
10190,Carla Rivas,19,Married,Other,2021-03-31,Part Time,78000,6000
10191,Samuel Jones,31,Divorced,Other,2017-04-01,Full Time,46000,7000
10192,Denise Mccarthy,28,Married,Other,2017-11-30,Full Time,53000,9000
10193,Maria Shaffer,49,Married,Other,2019-05-04,Full Time,11000,10000
10194,Steven Clark,31,Single,Own,2016-02-27,Contractual,38000,4000
10195,Dennis Velasquez,22,Divorced,Own,2016-05-25,Contractual,23000,6000
10196,Andrea Berg,43,Divorced,Own,2022-01-27,Part Time,26000,4000
10197,Michael Davis,60,Divorced,Own,2015-06-24,Full Time,86000,1000
10198,Mason Gilmore,47,Divorced,Other,2020-11-11,Contractual,24000,9000
10199,Stanley Williams,38,Divorced,Rent,2014-02-15,Part Time,46000,4000
10200,Kathryn Brown,64,Single,Rent,2013-03-01,Full Time,56000,1000
10201,Carrie Rubio,38,Divorced,Own,2020-05-03,Part Time,85000,5000
10202,Alex Walker,59,Single,Own,2019-01-15,Full Time,87000,6000
10203,Mary Rodriguez,28,Married,Rent,2019-05-25,Contractual,69000,5000
10204,Amy Fuentes,61,Married,Own,2021-05-10,Part Time,30000,4000
10205,Marcus Harrington,27,Divorced,Rent,2018-02-19,Full Time,97000,6000
10206,Dennis White,49,Married,Own,2016-12-30,Part Time,61000,9000
10207,Ryan Lambert,56,Divorced,Own,2014-10-01,Full Time,51000,8000
10208,Emily Berry,29,Married,Other,2018-06-04,Full Time,72000,7000
10209,James Fletcher,37,Divorced,Rent,2013-09-25,Full Time,95000,8000
10210,Kristopher Brown,27,Single,Own,2020-02-25,Part Time,64000,3000
10211,Jeffrey Walker,33,Married,Rent,2016-06-22,Part Time,16000,1000
10212,Aaron Black,52,Single,Own,2015-04-07,Full Time,37000,1000
10213,Cheryl Clay,25,Married,Own,2019-03-19,Part Time,99000,2000
10214,Alexis Garcia,34,Single,Own,2014-07-04,Full Time,43000,10000
10215,Shannon Hinton,45,Divorced,Rent,2014-01-02,Part Time,66000,2000
10216,Patricia Garrison,34,Married,Other,2022-03-13,Full Time,78000,10000
10217,Douglas Johnson,47,Married,Own,2016-03-31,Contractual,48000,3000
10218,Casey Adams,56,Married,Other,2012-12-02,Full Time,21000,6000
10219,Cheryl Gomez,47,Married,Other,2022-03-07,Full Time,84000,8000
